full_name, description, language, topics, license_name, stargazers_count, forks_count, homepage, html_url, open_issues_count, name, owner_name, owner_avatar_url, created_at, starred_at, updated_at, pushed_at, fork, archived
"cream-sec/SharpSocks5","Tunnellable HTTP/HTTPS socks5 proxy written in C#",,"","GNU General Public License v3.0",24,6,"","https://github.com/cream-sec/SharpSocks5",0,"SharpSocks5","cream-sec","https://avatars.githubusercontent.com/u/29266660?v=4","2021-06-11T13:22:51Z","2021-10-29T03:13:59Z","2023-06-14T17:56:39Z","2021-02-18T14:48:55Z",false,false
"wallarm/api-firewall","Fast and light-weight API proxy firewall for request and response validation by OpenAPI specs. ","Go","api, api-firewall, api-gateway, api-security, api-waf, api-wrapper, apigateway, firewall, openapi, openapi-security, openapi-spec, openapi-specification, proxy, rest-security, security, security-tools, swagger, waf, web-application-firewall, web-application-security","Mozilla Public License 2.0",486,43,"https://docs.wallarm.com/api-firewall/overview/","https://github.com/wallarm/api-firewall",0,"api-firewall","wallarm","https://avatars.githubusercontent.com/u/5859372?v=4","2021-05-14T02:08:36Z","2021-10-28T18:13:34Z","2023-08-09T09:04:53Z","2023-08-08T18:25:18Z",false,false
"XTeam-Wing/CVE-2021-22205","Pocsuite3 For CVE-2021-22205","Python","",,88,31,,"https://github.com/XTeam-Wing/CVE-2021-22205",0,"CVE-2021-22205","XTeam-Wing","https://avatars.githubusercontent.com/u/25416365?v=4","2021-10-28T06:29:37Z","2021-10-28T08:52:49Z","2023-06-18T05:22:16Z","2021-10-28T08:54:26Z",false,false
"pytransitions/transitions","A lightweight, object-oriented finite state machine implementation in Python with many extensions","Python","hierarchical-state-machine, nested-states, python, state-diagram, state-machine","MIT License",4969,515,"","https://github.com/pytransitions/transitions",16,"transitions","pytransitions","https://avatars.githubusercontent.com/u/26332704?v=4","2014-10-12T20:59:09Z","2021-10-28T08:52:09Z","2023-08-11T03:59:43Z","2023-07-02T15:22:48Z",false,false
"EspressoCake/DLL_Imports_BOF","A BOF to parse the imports of a provided PE-file, optionally extracting symbols on a per-dll basis.","C","",,80,10,,"https://github.com/EspressoCake/DLL_Imports_BOF",0,"DLL_Imports_BOF","EspressoCake","https://avatars.githubusercontent.com/u/12860066?v=4","2021-10-27T21:02:44Z","2021-10-28T08:52:02Z","2023-08-09T01:33:24Z","2021-10-28T18:07:09Z",false,false
"klinix5/ProfSvcLPE",,"C++","","MIT License",177,68,,"https://github.com/klinix5/ProfSvcLPE",0,"ProfSvcLPE","klinix5","https://avatars.githubusercontent.com/u/53986347?v=4","2021-10-22T14:15:17Z","2021-10-28T08:51:53Z","2023-06-05T08:56:17Z","2021-10-22T14:26:05Z",false,false
"SentineLabs/AlphaGolang","IDApython Scripts for Analyzing Golang Binaries","Python","go, ida-plugin, ida-pro, idapython, malware-analysis, reverse-engineering","GNU General Public License v3.0",470,65,"","https://github.com/SentineLabs/AlphaGolang",0,"AlphaGolang","SentineLabs","https://avatars.githubusercontent.com/u/58544612?v=4","2021-10-05T13:31:13Z","2021-10-28T08:51:52Z","2023-08-10T04:12:45Z","2023-07-18T20:59:31Z",false,false
"CanIPhish/Phishious","An open-source Secure Email Gateway (SEG) evaluation toolkit designed for red-teamers.","C#","dot-net-core-5, phishing, secure-email-gateway, security",,418,66,"","https://github.com/CanIPhish/Phishious",2,"Phishious","CanIPhish","https://avatars.githubusercontent.com/u/5109530?v=4","2021-07-06T00:24:11Z","2021-10-28T08:51:47Z","2023-08-04T20:12:22Z","2023-04-15T10:52:35Z",false,false
"japajoe/StackVMCPP","A stack and register based virtual machine which can compile and execute arbitrary code in runtime ","C++","","GNU General Public License v2.0",41,14,"","https://github.com/japajoe/StackVMCPP",0,"StackVMCPP","japajoe","https://avatars.githubusercontent.com/u/31212090?v=4","2021-05-29T21:53:35Z","2021-10-28T08:51:37Z","2023-06-28T23:24:48Z","2023-01-02T07:06:31Z",false,false
"daterlove/ActiveDefense","小型主动防御引擎","C++","",,58,32,"","https://github.com/daterlove/ActiveDefense",0,"ActiveDefense","daterlove","https://avatars.githubusercontent.com/u/11631445?v=4","2016-06-06T11:01:32Z","2021-10-28T08:51:32Z","2023-07-06T15:52:28Z","2016-06-24T10:24:34Z",false,false
"mr-r3bot/Gitlab-CVE-2021-22205",,"Python","",,181,45,,"https://github.com/mr-r3bot/Gitlab-CVE-2021-22205",0,"Gitlab-CVE-2021-22205","mr-r3bot","https://avatars.githubusercontent.com/u/37280106?v=4","2021-06-05T15:42:16Z","2021-10-28T05:58:20Z","2023-08-04T05:22:07Z","2021-11-02T14:45:24Z",false,false
"hhyo/Archery","SQL 审核查询平台","Python","archery, binlog2sql, clickhouse, data-masking, database-schema, ddl, dml, gh-ost, inception, mybatis, mysql, oracle, sql-audit, sql-query","Apache License 2.0",5054,1525,"https://archerydms.com","https://github.com/hhyo/Archery",120,"Archery","hhyo","https://avatars.githubusercontent.com/u/8842982?v=4","2018-09-28T02:59:33Z","2021-10-28T05:12:49Z","2023-08-11T10:18:53Z","2023-08-10T13:12:19Z",false,false
"HoShiMin/Sig","The most powerful and customizable binary pattern scanner","C++","pattern, pattern-matching, pattern-recognition, patterns, sig-scan, signature, signature-recognition, signature-scanner, signatures","MIT License",175,42,"","https://github.com/HoShiMin/Sig",1,"Sig","HoShiMin","https://avatars.githubusercontent.com/u/3404752?v=4","2021-10-21T22:13:48Z","2021-10-25T16:31:47Z","2023-07-30T02:40:28Z","2021-11-13T21:19:44Z",false,false
"ev0A/ArbitraryFileReadList","CTF中任意文件读取的fuzz列表 (Arbitrary file read fuzz list in CTF)","Python","",,224,33,,"https://github.com/ev0A/ArbitraryFileReadList",0,"ArbitraryFileReadList","ev0A","https://avatars.githubusercontent.com/u/48745108?v=4","2019-04-30T13:55:15Z","2021-10-25T16:31:37Z","2023-07-29T13:50:03Z","2022-03-13T07:50:18Z",false,false
"SummerSec/LookupInterface","CodeQL 寻找 JNDI利用 Lookup接口","CodeQL","",,156,24,,"https://github.com/SummerSec/LookupInterface",0,"LookupInterface","SummerSec","https://avatars.githubusercontent.com/u/47944478?v=4","2021-09-03T09:08:44Z","2021-10-25T12:26:43Z","2023-06-05T09:46:34Z","2022-04-10T14:38:26Z",false,false
"MichalStrehovsky/zerosharp","Demo of the potential of C# for systems programming with the .NET native ahead-of-time compilation technology.","C#","csharp, systems-programming",,1865,96,"","https://github.com/MichalStrehovsky/zerosharp",11,"zerosharp","MichalStrehovsky","https://avatars.githubusercontent.com/u/13110571?v=4","2019-02-03T16:34:23Z","2021-10-25T12:26:38Z","2023-08-10T10:42:21Z","2022-12-22T08:02:17Z",false,false
"ptswarm/reFlutter","Flutter Reverse Engineering Framework","Python","bugbounty, mobile-security, reverse-engineering, ssl-pinning","GNU General Public License v3.0",1058,161,"","https://github.com/ptswarm/reFlutter",80,"reFlutter","ptswarm","https://avatars.githubusercontent.com/u/67970397?v=4","2021-09-29T19:35:16Z","2021-10-25T12:26:25Z","2023-08-08T14:50:42Z","2022-04-11T10:45:21Z",false,true
"revel8n/ldasm64","Automatically exported from code.google.com/p/ldasm64","C","",,7,8,,"https://github.com/revel8n/ldasm64",0,"ldasm64","revel8n","https://avatars.githubusercontent.com/u/6645843?v=4","2015-04-03T00:40:53Z","2021-10-25T12:26:09Z","2023-04-09T12:12:49Z","2015-04-03T00:44:44Z",false,false
"TheTwitchy/xxer","A blind XXE injection callback handler. Uses HTTP and FTP to extract information. Originally written in Ruby by ONsec-Lab.","Python","callback, python, xxe-injection","MIT License",501,89,,"https://github.com/TheTwitchy/xxer",0,"xxer","TheTwitchy","https://avatars.githubusercontent.com/u/10344706?v=4","2017-04-24T02:44:39Z","2021-10-25T12:26:02Z","2023-07-22T18:49:34Z","2020-07-29T15:54:38Z",false,false
"LinusHenze/Fugu14","Fugu14 is an untethered iOS 14.3-14.5.1 jailbreak","Swift","","MIT License",1399,317,"","https://github.com/LinusHenze/Fugu14",145,"Fugu14","LinusHenze","https://avatars.githubusercontent.com/u/12863929?v=4","2021-10-24T22:37:34Z","2021-10-25T12:25:53Z","2023-08-12T00:38:05Z","2022-06-12T08:48:08Z",false,false
"bigb0sss/Bankai","Another Go Shellcode Loader using Windows APIs","Go","",,138,31,"","https://github.com/bigb0sss/Bankai",4,"Bankai","bigb0sss","https://avatars.githubusercontent.com/u/49355913?v=4","2021-05-30T04:04:31Z","2021-10-25T12:25:46Z","2023-08-09T16:01:44Z","2021-11-04T12:52:44Z",false,false
"electerm/electerm","📻Terminal/ssh/telnet/serialport/sftp client(linux, mac, win)","JavaScript","electerm, electron, file-manager, linux-app, macos-app, open-source, serialport, sftp, ssh, telnet, terminal, windows-app","MIT License",9077,839,"https://electerm.html5beta.com","https://github.com/electerm/electerm",349,"electerm","electerm","https://avatars.githubusercontent.com/u/32591856?v=4","2017-10-07T09:54:11Z","2021-10-24T14:02:23Z","2023-08-11T21:29:56Z","2023-08-10T11:21:43Z",false,false
"togettoyou/ipashare","🚤 share and install your Apple ipa","Go","ad-hoc, ios, ipa, zsign","MIT License",482,176,"","https://github.com/togettoyou/ipashare",0,"ipashare","togettoyou","https://avatars.githubusercontent.com/u/55381228?v=4","2021-02-24T08:42:51Z","2021-10-23T17:31:06Z","2023-08-10T03:54:53Z","2023-07-27T09:20:20Z",false,false
"omxcodec/OCMethodTrace","Trace Any Objective-C Method Calls","Objective-C","forwardinvocation, hook, methodswizzling, nsinvocation, objective-c, trace-method","Apache License 2.0",240,34,"","https://github.com/omxcodec/OCMethodTrace",0,"OCMethodTrace","omxcodec","https://avatars.githubusercontent.com/u/2299617?v=4","2018-09-08T08:13:52Z","2021-10-22T17:28:15Z","2023-08-01T08:14:22Z","2018-12-06T01:17:20Z",false,false
"rabovik/RSSwizzle","Safe Method Swizzling.","Objective-C","","MIT License",872,129,,"https://github.com/rabovik/RSSwizzle",12,"RSSwizzle","rabovik","https://avatars.githubusercontent.com/u/895456?v=4","2013-09-07T07:18:05Z","2021-10-22T17:22:07Z","2023-08-11T05:04:32Z","2019-09-10T07:58:41Z",false,false
"rentzsch/jrswizzle","one-stop-shop for all your method swizzling needs","Objective-C","","MIT License",2656,415,"","https://github.com/rentzsch/jrswizzle",13,"jrswizzle","rentzsch","https://avatars.githubusercontent.com/u/2971?v=4","2009-04-10T02:44:13Z","2021-10-22T17:22:02Z","2023-08-11T01:29:37Z","2023-01-20T13:52:28Z",false,false
"quarkslab/arybo","Manipulation, canonicalization and identification of mixed boolean-arithmetic symbolic expressions","C++","","BSD 3-Clause ""New"" or ""Revised"" License",272,38,,"https://github.com/quarkslab/arybo",6,"arybo","quarkslab","https://avatars.githubusercontent.com/u/3357711?v=4","2016-09-06T17:03:25Z","2021-10-22T09:57:33Z","2023-07-24T02:26:33Z","2022-04-06T09:28:41Z",false,false
"cyal1/host_scan","这是一个用于IP和域名碰撞匹配访问的小工具，旨意用来匹配出渗透过程中需要绑定hosts才能访问的弱主机或内部系统。https://github.com/fofapro/Hosts_scan implement in Go","Go","",,101,14,"","https://github.com/cyal1/host_scan",0,"host_scan","cyal1","https://avatars.githubusercontent.com/u/33282478?v=4","2021-01-14T13:41:47Z","2021-10-19T07:11:47Z","2023-08-10T05:17:02Z","2022-08-30T07:35:21Z",false,false
"pmiaowu/HostCollision","用于host碰撞而生的小工具,专门检测渗透中需要绑定hosts才能访问的主机或内部系统","Java","",,480,54,,"https://github.com/pmiaowu/HostCollision",0,"HostCollision","pmiaowu","https://avatars.githubusercontent.com/u/24466518?v=4","2021-10-15T16:14:57Z","2021-10-19T07:11:40Z","2023-08-07T03:28:07Z","2023-03-24T15:54:13Z",false,false
"Pr0214/Unidbg_FindKey","KeyFinder 是一个Unidbg插件，通过内存检索的方式查找AES的密钥，增强Unidbg分析和还原算法的能力。","Java","",,118,50,,"https://github.com/Pr0214/Unidbg_FindKey",2,"Unidbg_FindKey","Pr0214","https://avatars.githubusercontent.com/u/44285766?v=4","2021-10-18T06:19:38Z","2021-10-19T07:11:30Z","2023-08-08T10:19:12Z","2021-10-18T06:26:15Z",false,false
"plackyhacker/Shellcode-Injection-Techniques","A collection of C# shellcode injection techniques. All techniques use an AES encrypted meterpreter payload. I will be building this project up as I learn, discover or develop more techniques. Some techniques are better than others at bypassing AV.","C#","",,413,90,"","https://github.com/plackyhacker/Shellcode-Injection-Techniques",1,"Shellcode-Injection-Techniques","plackyhacker","https://avatars.githubusercontent.com/u/42491100?v=4","2021-10-14T07:08:36Z","2021-10-19T07:11:25Z","2023-08-07T23:17:04Z","2021-10-22T20:41:34Z",false,false
"illusionofchaos/ios-analyticsd-pre14.7-exploit","iOS exploit (fixed in 14.7)","Swift","0day, ios, swift",,173,49,"https://habr.com/ru/post/579714/","https://github.com/illusionofchaos/ios-analyticsd-pre14.7-exploit",0,"ios-analyticsd-pre14.7-exploit","illusionofchaos","https://avatars.githubusercontent.com/u/5583727?v=4","2021-09-23T21:37:13Z","2021-10-18T13:09:38Z","2023-03-15T16:28:36Z","2021-09-27T17:48:45Z",false,false
"p0dalirius/LDAPmonitor","Monitor creation, deletion and changes to LDAP objects live during your pentest or system administration! ","Python","active-directory, csharp, ldap, monitor, pentest, powershell, python, tool","GNU General Public License v3.0",554,51,"https://podalirius.net/","https://github.com/p0dalirius/LDAPmonitor",2,"LDAPmonitor","p0dalirius","https://avatars.githubusercontent.com/u/79218792?v=4","2021-10-17T13:19:57Z","2021-10-18T13:09:28Z","2023-08-10T02:08:48Z","2023-02-09T10:50:43Z",false,false
"ly4k/CallbackHell","Exploit for CVE-2021-40449 - Win32k Elevation of Privilege Vulnerability (LPE)","C++","cve-2021-40449","MIT License",443,95,"","https://github.com/ly4k/CallbackHell",2,"CallbackHell","ly4k","https://avatars.githubusercontent.com/u/53348818?v=4","2021-10-16T16:17:44Z","2021-10-18T13:09:07Z","2023-08-09T00:50:08Z","2021-11-11T17:09:56Z",false,false
"aahmad097/AlternativeShellcodeExec","Alternative Shellcode Execution Via Callbacks","C++","","MIT License",1154,267,,"https://github.com/aahmad097/AlternativeShellcodeExec",0,"AlternativeShellcodeExec","aahmad097","https://avatars.githubusercontent.com/u/37748671?v=4","2021-02-28T00:06:04Z","2021-10-18T13:09:01Z","2023-08-11T14:04:21Z","2022-11-11T00:29:41Z",false,false
"sharkdp/binocle","a graphical tool to visualize binary data","Rust","binary-data, hacktoberfest, reverse-engineering, visualization","Apache License 2.0",916,23,"","https://github.com/sharkdp/binocle",18,"binocle","sharkdp","https://avatars.githubusercontent.com/u/4209276?v=4","2021-09-13T05:29:46Z","2021-10-18T13:08:25Z","2023-08-11T14:43:00Z","2023-04-02T12:14:21Z",false,false
"kp7742/KittyMemory-IOS","runtime memory editor library, made specifically for IOS","C","","MIT License",19,7,,"https://github.com/kp7742/KittyMemory-IOS",0,"KittyMemory-IOS","kp7742","https://avatars.githubusercontent.com/u/11852869?v=4","2019-01-11T10:10:39Z","2021-10-18T13:08:11Z","2023-06-13T09:01:59Z","2019-01-08T08:24:36Z",false,false
"frida/frida-web-client","Frida web client","TypeScript","","MIT License",32,7,,"https://github.com/frida/frida-web-client",0,"frida-web-client","frida","https://avatars.githubusercontent.com/u/4073090?v=4","2021-10-17T19:52:34Z","2021-10-18T13:08:08Z","2022-12-02T13:56:37Z","2021-11-04T03:39:17Z",false,false
"builtbybel/privatezilla","👀👮🐢🔥Performs a privacy & security check of Windows 10 ","C#","debloat, powershell, privacy, privacy-protection, security, security-automation, telemetry, windows-10","MIT License",3169,158,"https://www.builtbybel.com/apps/privatezilla","https://github.com/builtbybel/privatezilla",32,"privatezilla","builtbybel","https://avatars.githubusercontent.com/u/48735732?v=4","2020-05-31T21:32:47Z","2021-10-18T13:08:03Z","2023-08-12T03:10:07Z","2023-04-18T18:28:47Z",false,false
"luctalpe/WMIMon","Tool to monitor WMI activity on Windows","C++","","GNU General Public License v3.0",149,42,,"https://github.com/luctalpe/WMIMon",1,"WMIMon","luctalpe","https://avatars.githubusercontent.com/u/12292115?v=4","2017-05-05T09:13:34Z","2021-10-18T13:07:59Z","2023-08-10T01:52:39Z","2020-10-15T07:38:34Z",false,false
"ngosang/trackerslist","Updated list of public BitTorrent trackers",,"bittorrent, bittorrent-tracker, bittorrent-trackers, http, list, lists, public-tracker, public-trackers, torrent, tracker, trackers, trackerslist, udp, webtorrent, ws","GNU General Public License v2.0",40823,6589,"https://ngosang.github.io/trackerslist/","https://github.com/ngosang/trackerslist",5,"trackerslist","ngosang","https://avatars.githubusercontent.com/u/10577978?v=4","2016-04-24T11:57:57Z","2021-10-18T08:49:15Z","2023-08-12T02:50:13Z","2023-08-11T22:10:02Z",false,false
"XIU2/TrackersListCollection","🎈 Updated daily! A list of popular BitTorrent Trackers! / 每天更新！全网热门 BT Tracker 列表！",,"aria2, aria2-format-tracker, bittorrent, bittorrent-trackers, qbittorrent, torrent, torrent-tracker, tracker, trackers, trackerslist, utorrent","GNU General Public License v3.0",19580,1458,"https://trackerslist.com","https://github.com/XIU2/TrackersListCollection",1,"TrackersListCollection","XIU2","https://avatars.githubusercontent.com/u/54703944?v=4","2019-10-03T15:55:07Z","2021-10-18T08:49:09Z","2023-08-12T01:48:09Z","2023-08-12T00:09:06Z",false,false
"cckuailong/hostscan","自动化Host碰撞工具，帮助红队快速扩展网络边界，获取更多目标点","Go","",,426,59,,"https://github.com/cckuailong/hostscan",0,"hostscan","cckuailong","https://avatars.githubusercontent.com/u/10824150?v=4","2021-10-02T15:25:18Z","2021-10-17T17:11:55Z","2023-08-04T07:41:57Z","2023-02-14T09:14:54Z",false,false
"tevora-threat/c2_reporter","Ingests logs/dbs from cobalt and empire and outputs an excel report with activity, sessions, and credentials","Python","",,20,3,,"https://github.com/tevora-threat/c2_reporter",0,"c2_reporter","tevora-threat","https://avatars.githubusercontent.com/u/18584165?v=4","2019-03-11T21:37:37Z","2021-10-17T06:08:06Z","2023-07-23T03:59:15Z","2020-12-03T18:33:39Z",false,false
"trickster0/OffensiveRust","Rust Weaponization for Red Team Engagements.","Rust","",,2117,235,"","https://github.com/trickster0/OffensiveRust",1,"OffensiveRust","trickster0","https://avatars.githubusercontent.com/u/20028117?v=4","2019-05-07T23:12:20Z","2021-10-17T06:07:59Z","2023-08-11T06:51:31Z","2023-06-02T09:37:59Z",false,false
"nettitude/SimplePELoader","In-Memory PE Loader","C++","","BSD 3-Clause ""New"" or ""Revised"" License",354,95,,"https://github.com/nettitude/SimplePELoader",0,"SimplePELoader","nettitude","https://avatars.githubusercontent.com/u/11998401?v=4","2016-08-11T12:57:23Z","2021-10-17T06:07:56Z","2023-08-10T11:12:53Z","2019-10-07T08:48:16Z",false,false
